sno,ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags
47,9526,8747,0,75,"beauty, premium, beauty, premium, hair, care",chi,"($29.50 Value) CHI Silk Infusion Reconstructing Complex, 6 Oz",https://i5.walmartimages.com/asr/5b5a56f1-250f-48bc-87ba-75006c23f5c7_1.afdea61a68085f5311c445ac66658dd8.jpeg | https://i5.walmartimages.com/asr/a5b8f864-8aaf-4b11-ae68-962089116bce_1.f20bcddb7f7544e038d4a69695ad64f4.jpeg | https://i5.walmartimages.com/asr/8b2936ce-7cc6-4cf2-8cfb-cc0b6e480a43_1.91864512b02570ea312acc03d697cc77.jpeg,,"beauty, premium, beauty, premium, hair, care, chi, "
48,5,98,4.6,10,"beauty, hair, care, conditioner, leave, conditioner","sexy, hair",Sexy Hair Concepts Healthy Sexy Hair Tri-Wheat Leave In Conditioner 8.5fl Oz,https://i5.walmartimages.com/asr/125be654-1d2d-4552-9472-1d3e65ae1948_1.b569cb2657ac90c7608069f144416768.jpeg | https://i5.walmartimages.com/asr/38f4a3c0-9651-4b66-8791-fdd390a2e212_1.ae0d18195c5b6ad9f8e0285023144539.jpeg,"sexy, hair, concepts, healthy, sexy, hair, tri, wheat, leave, conditioner, uses, soy, wheat, cocoa, revive, hair, natural, ingredients, leave, conditioner, help, hair, healthy, reduce, frizz, harsh, chemicals, weaken, locks, suitable, color, treated, hair, dry, delicate, hair, product, moisturizes, hair, cocoa, hair, shinier, easier, style, wheat, proteins, product, help, restore, strengthen, damaged, hair, wheat, amino, acids, spray, help, add, shine, starches, proteins, soy, wheat, serve, condition, hair, remove, tangles, giving, smoother, mane, fruity, citrus, fragrance, adds, cheerful, scent, spray, detangle, smooth, hair, handy, spray, bottle, long, term, results, healing, ingredients, lightweight, use, fear, flattening, hair, leaving, sticky, hair, concepts, healthy, sexy, hair, tri, wheat, leave, conditioner, oz","beauty, hair, care, conditioner, leave, conditioner, sexy, hair, sexy, hair, concepts, healthy, sexy, hair, tri, wheat, leave, conditioner, uses, soy, wheat, cocoa, revive, hair, natural, ingredients, leave, conditioner, help, hair, healthy, reduce, frizz, harsh, chemicals, weaken, locks, suitable, color, treated, hair, dry, delicate, hair, product, moisturizes, hair, cocoa, hair, shinier, easier, style, wheat, proteins, product, help, restore, strengthen, damaged, hair, wheat, amino, acids, spray, help, add, shine, starches, proteins, soy, wheat, serve, condition, hair, remove, tangles, giving, smoother, mane, fruity, citrus, fragrance, adds, cheerful, scent, spray, detangle, smooth, hair, handy, spray, bottle, long, term, results, healing, ingredients, lightweight, use, fear, flattening, hair, leaving, sticky, hair, concepts, healthy, sexy, hair, tri, wheat, leave, conditioner, oz"
49,359,67,0,0,"premium, beauty, premium, bath, body, premium, body, washes, shower, gels",makari,"Makari Baby Cleansing Milk Body Wash, 33.8 Fl Oz",https://i5.walmartimages.com/asr/fb5a574c-a024-4983-aa2f-31c29a661b6f_1.abc2c12501390339d8366923fe419a0e.jpeg | https://i5.walmartimages.com/asr/1907d570-2961-497c-bdbb-17b64d917b67_1.b83fd0f7a4c68f70854cf0ee0c16f3b2.jpeg | https://i5.walmartimages.com/asr/d3793777-8b3d-48f2-b479-a5ba574fd1b7_1.984ab1a45dffad4a9186170f82ed387c.jpeg | https://i5.walmartimages.com/asr/9050775c-88d5-46d3-8db5-8a5f7fe338af_1.768a045b108512f39df369a0e6b08ae0.jpeg | https://i5.walmartimages.com/asr/162628cc-a441-4b43-95bb-dd5f79e4565d_1.eb8146a45fd5a07967afb0e2fe1dbc23.jpeg | https://i5.walmartimages.com/asr/3395f40d-7ec9-42da-9b1c-417ec533c1de_1.369b4e6f73a753ab948ef4635d87308d.jpeg,,"premium, beauty, premium, bath, body, premium, body, washes, shower, gels, makari, "
50,60,55,4.2,59,"clothing, womens, clothing, womens, socks, hosiery, tights, womens, socks, socks",truform,"Womens Stockings, Knee High, Sheer: 15-20 mmHg, Beige, Medium",https://i5.walmartimages.com/asr/5494cd58-75b5-4fe1-aae5-0ced7df68cea_1.f36d1a5a40095daa49f72d389db10d69.jpeg | https://i5.walmartimages.com/asr/ba851828-3f1b-4cb8-83c8-d9d093fa0b56_1.ef167f927dd5cae674f0a57457e93b8c.png | https://i5.walmartimages.com/asr/c67cebf6-8f49-4155-97f6-3df6f276839b_1.8c40461b666e10116c33e509f957c24d.jpeg | https://i5.walmartimages.com/asr/c241e7e8-7530-40a0-9080-e23897578ebf_1.2283c5a958c3d672af09df13debeb721.jpeg | https://i5.walmartimages.com/asr/0dd618b2-a3d2-405f-bed0-424ada97add1_1.be0caff85719696199478aeed047d4d3.jpeg,,"clothing, womens, clothing, womens, socks, hosiery, tights, womens, socks, socks, truform, "
51,3,572,0,0,"beauty, hair, care, conditioner, conditioner","fudge, professional",Dry Conditioner,https://i5.walmartimages.com/asr/e405589f-9808-47f1-99e2-fc0379e26956_1.bd57a506cf41d02c3bb104f79015804c.jpeg | https://i5.walmartimages.com/asr/dd584587-6add-433b-9ff5-42839e041254_1.0ffb51b776ae8e51747c76ed9963ade1.jpeg,"nourishes, moisturizes, dry, brittle, hair, leaves, hair, soft, supple, shiny, new, aroma, organic, bergamot, lavender, ginger, lily, instantly, improves, dry, hair, 63, percent, features, buriti, oil, help, hydrate, conditioner","beauty, hair, care, conditioner, conditioner, fudge, professional, nourishes, moisturizes, dry, brittle, hair, leaves, hair, soft, supple, shiny, new, aroma, organic, bergamot, lavender, ginger, lily, instantly, improves, dry, hair, 63, percent, features, buriti, oil, help, hydrate, conditioner"
52,3248,5,4.7,19,"personal, care, bath, body, body, lotions, creams","simple, wonders","100% Pure Aloe Vera Gel (5-Pack) - Organic Maximum Hydration for Face, Skin and Hair from Plant Juice - Soothing Lotion Oil for After Sun Relief - Bulk 8oz size Cold-Pressed - Made In USA",https://i5.walmartimages.com/asr/a2c5c82e-6f82-4440-8841-3c7775b1d896.e888f69fd43ef6ba6cb919503b050ae2.jpeg | https://i5.walmartimages.com/asr/55fd6e2e-1ac1-4f1c-bbf5-f3616c5dfd3e.ddf21fcc640a722df74463c040edeb6c.jpeg | https://i5.walmartimages.com/asr/661c7adc-0091-499d-a1f7-1522d044516f.b8e3ed9bc6f9606e88827a5cbbbdb054.jpeg | https://i5.walmartimages.com/asr/52063a5e-b85c-461a-97b2-77e8f0a1bc50.e8edda4e922462b3468cdda653db29fc.jpeg | https://i5.walmartimages.com/asr/3dc045e0-fbc0-442d-9ab5-298dcd8debfe.8dadee7f291cd36302cb93234e8bec96.jpeg | https://i5.walmartimages.com/asr/4ad17f89-419b-41ee-abba-4398402dd391.c379ccdfe3a350b07e17b42e09723a3b.jpeg | https://i5.walmartimages.com/asr/dcf9df5e-6b4f-4d52-8e83-295f4ad1f917.f3f11ba2c047a67f94efb426bc622011.jpeg | https://i5.walmartimages.com/asr/f0085ee6-420d-41bb-bb26-631d5d72a5c1.66161de55acba1e9ab3921b96eb1b2b1.jpeg,"max, hydration, aloe, vera, gel, formula, leave, feeling, refreshed, rejuvenated, comes, skin, products, family, deserve, best, pure, aloe, vera, gel, 100, percent, pure, contains, toxic, chemicals, stringent, production, processes, place, ensuring, potent, aloe, vera, gel, delivered, hands, face, worries, aside, know, good, hands, naturalâ, organic, aloe, vera, gel, quick, factsâ, fantastic, sun, aftercare, helpsâ, soothes, cools, skin, aids, skin, healing, sunburns, mild, burns, regular, use, helps, reduce, wrinkles, hydrating, refreshing, repairing, dry, skin, moisturizes, hair, types, scalp, promoting, healthy, happy, shine, proudly, manufactured, usa, pure, aloe, vera, gel, usa, good, manufacturing, practices, gmp, facility, holding, highest, standards, production, quality, safety, aloe, vera, gel, provides, maximum, hydration, contains, zero, toxic, chemicals, 100, percent, cruelty, free, stringent, production, process, reflects, values, setting, premium, standard, expected, customers, bottle, contains, 8fl, oz, 237ml, pure, aloe, vera, gel, world, class, customer, service, manufacture, guarantee, simple, wonders, believe, providing, premium, safe, product, formula, customers, heartbeat, company, takes, ensure, yourâ, complete, satisfaction, concerns, completely, satisfied, order, refund, 100, questions, asked, waiting, try, simple, wonders, pure, aloe, vera, gel, today, featured, highlights, â, natural, organic, aloe, comes, skin, products, family, deserve, best, pure, aloe, vera, gel, 100, percent, pure, contains, toxic, chemicals, stringent, production, processes, place, ensuring, potent, aloe, vera, gel, delivered, hands, skin, types, sensitive, skin, s, uncommon, skin, act, change, weather, brief, exposure, sun, pure, aloe, vera, s, max, hydration, formula, work, face, skin, types, experience, seasonal, dryness, suffer, year, round, sensitivity, including, simple, wonders, pure, aloe, vera, gel, self, care, regimen, easy, pumps, apply, soothe, hydrate, repair, pure, aloe, vera, gel, rich, vitamins, minerals, fatty, acids, aid, rejuvenation, skin, aloe, vera, plant, s, great, wonders, containing, anti, inflammatory, antimicrobial, properties, skin, irritation, healing, mild, burns, believe, proactive, health, personal, care, easy, applying, pure, aloe, vera, gel, regularly, immensely, improve, health, skin, healthier, hair, scalp, itchiness, treating, natural, benefits, aloe, vera, nt, stop, skin, max, hydration, formula, help, calm, itchy, scalp, reduce, dandruff, cleanse, oily, hair, repair, hair, strands, pure, aloe, vera, contains, vitamins, c, e, magical, combination, contributes, cell, rejuvenation, turn, promoting, healthy, shiny, hair, aftersun, mild, burn, care, centuries, aloe, vera, healing, properties, aloe, vera, gel, known, cooling, soothing, applied, skin, makes, fantastic, natural, remedy, treat, mild, burns, wounds, applying, aloe, vera, gel, beautiful, day, soaking, sun, greatly, help, reduce, sunburn, effectively, rehydrates, skin, cells, maintain, healthy, happy, complexion, proudly, manufactured, usa, pure, aloe, vera, gel, usa, good, manufacturing, practices, gmp, facility, holding, highest, standards, production, quality, safety, aloe, vera, gel, provides, maximum, hydration, contains, zero, toxic, chemicals, 100, percent, cruelty, free, stringent, production, process, reflects, values, setting, premium, standard, expected, customers, bottle, contains, 8fl, oz, 237ml, pure, aloe, vera, world, class, customer, service, manufacture, guarantee, simple, wonders, believe, providing, premium, safe, product, formula, customers, heartbeat, company, takes, ensure, complete, satisfaction, concerns, completely, satisfied, order, refund, 100, questions, asked, waiting, try, simple, wonders, pure, aloe, vera, gel, today","personal, care, bath, body, body, lotions, creams, simple, wonders, max, hydration, aloe, vera, gel, formula, leave, feeling, refreshed, rejuvenated, comes, skin, products, family, deserve, best, pure, aloe, vera, gel, 100, percent, pure, contains, toxic, chemicals, stringent, production, processes, place, ensuring, potent, aloe, vera, gel, delivered, hands, face, worries, aside, know, good, hands, naturalâ, organic, aloe, vera, gel, quick, factsâ, fantastic, sun, aftercare, helpsâ, soothes, cools, skin, aids, skin, healing, sunburns, mild, burns, regular, use, helps, reduce, wrinkles, hydrating, refreshing, repairing, dry, skin, moisturizes, hair, types, scalp, promoting, healthy, happy, shine, proudly, manufactured, usa, pure, aloe, vera, gel, usa, good, manufacturing, practices, gmp, facility, holding, highest, standards, production, quality, safety, aloe, vera, gel, provides, maximum, hydration, contains, zero, toxic, chemicals, 100, percent, cruelty, free, stringent, production, process, reflects, values, setting, premium, standard, expected, customers, bottle, contains, 8fl, oz, 237ml, pure, aloe, vera, gel, world, class, customer, service, manufacture, guarantee, simple, wonders, believe, providing, premium, safe, product, formula, customers, heartbeat, company, takes, ensure, yourâ, complete, satisfaction, concerns, completely, satisfied, order, refund, 100, questions, asked, waiting, try, simple, wonders, pure, aloe, vera, gel, today, featured, highlights, â, natural, organic, aloe, comes, skin, products, family, deserve, best, pure, aloe, vera, gel, 100, percent, pure, contains, toxic, chemicals, stringent, production, processes, place, ensuring, potent, aloe, vera, gel, delivered, hands, skin, types, sensitive, skin, s, uncommon, skin, act, change, weather, brief, exposure, sun, pure, aloe, vera, s, max, hydration, formula, work, face, skin, types, experience, seasonal, dryness, suffer, year, round, sensitivity, including, simple, wonders, pure, aloe, vera, gel, self, care, regimen, easy, pumps, apply, soothe, hydrate, repair, pure, aloe, vera, gel, rich, vitamins, minerals, fatty, acids, aid, rejuvenation, skin, aloe, vera, plant, s, great, wonders, containing, anti, inflammatory, antimicrobial, properties, skin, irritation, healing, mild, burns, believe, proactive, health, personal, care, easy, applying, pure, aloe, vera, gel, regularly, immensely, improve, health, skin, healthier, hair, scalp, itchiness, treating, natural, benefits, aloe, vera, nt, stop, skin, max, hydration, formula, help, calm, itchy, scalp, reduce, dandruff, cleanse, oily, hair, repair, hair, strands, pure, aloe, vera, contains, vitamins, c, e, magical, combination, contributes, cell, rejuvenation, turn, promoting, healthy, shiny, hair, aftersun, mild, burn, care, centuries, aloe, vera, healing, properties, aloe, vera, gel, known, cooling, soothing, applied, skin, makes, fantastic, natural, remedy, treat, mild, burns, wounds, applying, aloe, vera, gel, beautiful, day, soaking, sun, greatly, help, reduce, sunburn, effectively, rehydrates, skin, cells, maintain, healthy, happy, complexion, proudly, manufactured, usa, pure, aloe, vera, gel, usa, good, manufacturing, practices, gmp, facility, holding, highest, standards, production, quality, safety, aloe, vera, gel, provides, maximum, hydration, contains, zero, toxic, chemicals, 100, percent, cruelty, free, stringent, production, process, reflects, values, setting, premium, standard, expected, customers, bottle, contains, 8fl, oz, 237ml, pure, aloe, vera, world, class, customer, service, manufacture, guarantee, simple, wonders, believe, providing, premium, safe, product, formula, customers, heartbeat, company, takes, ensure, complete, satisfaction, concerns, completely, satisfied, order, refund, 100, questions, asked, waiting, try, simple, wonders, pure, aloe, vera, gel, today"
53,8502,5,3,2,"personal, care, feminine, care, feminine, care",natracare,"Natracare Panty Liners, Ultra Thin, 22 Ct",https://i5.walmartimages.com/asr/df1af3dd-caea-4f70-bf17-44ebef56bb3e_1.c6636af969e6cc8178a7ad4f398e7332.jpeg | https://i5.walmartimages.com/asr/4add1332-46d9-4322-bb34-b60583e73066_1.ed3db6b500628108e0b749387aace454.jpeg | https://i5.walmartimages.com/asr/f397f840-25ba-45f4-b773-00ffeee70388_1.36144c43a05a03cffd4e9c967882dbb7.jpeg | https://i5.walmartimages.com/asr/ed8d749d-3174-4f31-ae56-ad18feefe94a_1.583ca15c226633c7c70edf1dcb36a870.jpeg,"natracare, organic, cotton, natural, panty, liners, ultra, thin, soft, absorbent, breathable, shaped, extraordinary, comfort, daily, protective, liner, especially, underwear, modern, synthetic, material, want, sure, organic, cotton, skin, flexible, organic, cotton, panty, liner, plastic, free, totally, chlorine, free, 99, biodegradable, compostable, liners, extra, protection, tampons, traveling, prescriptive, extra, slim, liner, daily, protection, freshness, totally, chlorine, free, tcf, plastic, perfume, dyes, breathable, biodegradable, compostable","personal, care, feminine, care, feminine, care, natracare, natracare, organic, cotton, natural, panty, liners, ultra, thin, soft, absorbent, breathable, shaped, extraordinary, comfort, daily, protective, liner, especially, underwear, modern, synthetic, material, want, sure, organic, cotton, skin, flexible, organic, cotton, panty, liner, plastic, free, totally, chlorine, free, 99, biodegradable, compostable, liners, extra, protection, tampons, traveling, prescriptive, extra, slim, liner, daily, protection, freshness, totally, chlorine, free, tcf, plastic, perfume, dyes, breathable, biodegradable, compostable"
54,829,8968,0,0,"personal, care, sun, care, tanning, lotions, oils",,Absolutely Natural Platinum Tanning Oil 6oz. -,https://i5.walmartimages.com/asr/831db29f-c3be-455f-9139-26bc36e80c7e_1.176e55013d768500c77004f099d00448.jpeg,"biodegradable, vegan, cruelty, free, reef, safeâ, ready, richest, darkest, color, exotic, platinum, tanning, oil, way, comprised, finest, effective, blend, macadamia, rosehip, kukui, use, good, base, tan, fine, oils, like, incorporate, sunscreens, pair, ourâ, spfâ, 4, 8, sun, sensitive, areas, follow, sunbathing, aloe, products, pure, aloe, gel, rosehip, aloe, thisâ, isâ, notâ, aâ, sunblocksize, 6, ozingredientshelianthus, annuus, sunflower, seed, oil, squalane, olive, derived, daucus, carota, sativa, carrot, seed, oil, fragrance, ginkgo, biloba, tocopheryl, acetate, vitamin, e, camellia, sinensis, green, tea, leaf, extract, macadamia, ternifolia, macadamia, nut, seed, oil, camellia, oleifera, camellia, seed, oil, rosa, canina, rose, hip, seed, oil, aleurites, moluccana, kukui, seed, oil, caprylic, capric, triglyceride, fractionated, coconut, natural, platinum, tanning, oil, 6, oz","personal, care, sun, care, tanning, lotions, oils, , biodegradable, vegan, cruelty, free, reef, safeâ, ready, richest, darkest, color, exotic, platinum, tanning, oil, way, comprised, finest, effective, blend, macadamia, rosehip, kukui, use, good, base, tan, fine, oils, like, incorporate, sunscreens, pair, ourâ, spfâ, 4, 8, sun, sensitive, areas, follow, sunbathing, aloe, products, pure, aloe, gel, rosehip, aloe, thisâ, isâ, notâ, aâ, sunblocksize, 6, ozingredientshelianthus, annuus, sunflower, seed, oil, squalane, olive, derived, daucus, carota, sativa, carrot, seed, oil, fragrance, ginkgo, biloba, tocopheryl, acetate, vitamin, e, camellia, sinensis, green, tea, leaf, extract, macadamia, ternifolia, macadamia, nut, seed, oil, camellia, oleifera, camellia, seed, oil, rosa, canina, rose, hip, seed, oil, aleurites, moluccana, kukui, seed, oil, caprylic, capric, triglyceride, fractionated, coconut, natural, platinum, tanning, oil, 6, oz"
55,9,927,0,1412,"personal, care, incontinence, incontinence, underwear",depend,"Depend Fit-Flex Incontinence Underwear for Men, Maximum Absorbency, Extra-Large, Grey, 38 Count",https://i5.walmartimages.com/asr/4753edb8-8a08-4445-ae6d-a0e68c729a65.aa0bc134a167a0209865679db718e9f0.jpeg | https://i5.walmartimages.com/asr/686a1c52-9cdc-4d36-a25a-3cdf66216412.e5aedcee49567bb3464e43b153d4a412.jpeg | https://i5.walmartimages.com/asr/31fdf6d7-b45d-41fc-96b1-df5b3d1b6961.c2197caeefab9304523e9db9f118c02d.jpeg | https://i5.walmartimages.com/asr/a90173f9-9124-483a-8551-ea4fcf085d74.b19baf4c08a23c2d9ba3280afbc47b71.jpeg | https://i5.walmartimages.com/asr/5925e8f6-7f16-49d7-b693-5129bec3e831.e47cf7388705322259e928fa8985e0ad.jpeg | https://i5.walmartimages.com/asr/3aaa8b17-7995-4ef7-a64a-d169dc48d471.1c8d0cfc3cdf1f6a0722b2b53f8e956b.jpeg | https://i5.walmartimages.com/asr/43d88a8d-1fa2-40a8-809f-265c517d0e76.d6d2d15537182e4f0cdbec6d35cdfa02.jpeg | https://i5.walmartimages.com/asr/5cc29c8b-238e-414c-8f5d-a8c3d4bcc8b6.7c22abbbc57e4be517950954616cbbc3.jpeg,"depend, fit, flex, mens, incontinence, underwear, provides, best, comfort, protection, guaranteed, available, masculine, grey, color, disposable, underwear, ideal, bladder, incontinence, material, absorbs, instantly, locking, wetness, odors, helping, stay, dry, worry, free, day, surefit, waistband, helps, brief, place, provides, comfortable, underwear, like, fit, form, fitting, elastic, strands, underwear, smooth, discreet, fit, clothing, unlike, bulky, adult, diapers, absorbent, protective, underwear, soft, quiet, breathable, depend, men, maximum, absorbency, available, sizes, size, small, medium, 26, 34, inch, waist, size, large, 35, 43, inch, waist, size, extra, large, 44, 64, inch, waist, depend, adult, incontinence, supplies, ship, discreet, box, fsa, eligible, package, vary, images, completely, satisfied, fit, depend, help, purchase, mail, online, access, required, limit, 1, household, original, receipt, upc, required, restrictions, apply, depend, website, details, incontinence, underwear, maximum, absorbency, odor, control, soft, flexible, fabric, best, comfort, protection, guaranteed, absorbent, material, keeps, dry, protected, bladder, leaks, surefit, waistband, helps, brief, place, comfortable, underwear, like, fit, smooth, discreet, fit, clothes, unlike, bulky, adult, diapers, 3, sizes, available, s, m, 26, waist, l, 35, waist, xl, 44, waist, depend, adult, incontinence, products, ship, discreet, box, fsa, eligible, package, vary, image, shown","personal, care, incontinence, incontinence, underwear, depend, depend, fit, flex, mens, incontinence, underwear, provides, best, comfort, protection, guaranteed, available, masculine, grey, color, disposable, underwear, ideal, bladder, incontinence, material, absorbs, instantly, locking, wetness, odors, helping, stay, dry, worry, free, day, surefit, waistband, helps, brief, place, provides, comfortable, underwear, like, fit, form, fitting, elastic, strands, underwear, smooth, discreet, fit, clothing, unlike, bulky, adult, diapers, absorbent, protective, underwear, soft, quiet, breathable, depend, men, maximum, absorbency, available, sizes, size, small, medium, 26, 34, inch, waist, size, large, 35, 43, inch, waist, size, extra, large, 44, 64, inch, waist, depend, adult, incontinence, supplies, ship, discreet, box, fsa, eligible, package, vary, images, completely, satisfied, fit, depend, help, purchase, mail, online, access, required, limit, 1, household, original, receipt, upc, required, restrictions, apply, depend, website, details, incontinence, underwear, maximum, absorbency, odor, control, soft, flexible, fabric, best, comfort, protection, guaranteed, absorbent, material, keeps, dry, protected, bladder, leaks, surefit, waistband, helps, brief, place, comfortable, underwear, like, fit, smooth, discreet, fit, clothes, unlike, bulky, adult, diapers, 3, sizes, available, s, m, 26, waist, l, 35, waist, xl, 44, waist, depend, adult, incontinence, products, ship, discreet, box, fsa, eligible, package, vary, image, shown"
56,48,28,0,0,"personal, care, bath, body, bar, soap",grisi,Grisi Soap - Avena Oat 3.5 Oz,https://i5.walmartimages.com/asr/aecd4fd9-bfec-4b90-9f2e-ec82146fea30_1.8fc71ec63d1acd5eb7317d1bfcc3b844.jpeg | https://i5.walmartimages.com/asr/a93dd838-07ae-4a52-9dfd-af826d0faa14_1.43857985dea4a674c2256c89bd47dc0a.jpeg | https://i5.walmartimages.com/asr/ebb5018e-f9ba-4c69-9f95-f4537bf238a1_1.dee809f54a89a36904e3340c75456756.jpeg | https://i5.walmartimages.com/asr/b6aa68ae-7ee6-44ef-8453-f34ef4776edf_5.f3691893796c6c0b980e3a8f01f796cb.png | https://i5.walmartimages.com/asr/77fd34d4-50dc-4abe-9ad9-2c0d9cee7bf8_3.e25bffbd919a60c59e05f60437fc6632.png | https://i5.walmartimages.com/asr/663d4615-a014-4ded-94fc-478bc9156ce9_5.6f77d0652fa61f8d9d3b0b6d85ecd6a6.png | https://i5.walmartimages.com/asr/7587274b-cdb9-4869-923a-353f0e920b6c_3.873237a0916dd12379757d5dfd0d6507.png | https://i5.walmartimages.com/asr/eab48a85-0a9b-4a9e-adf1-70239e4dafb1_1.397eea3f159e5ad824dedcb5f4eb7345.png,"avena, grisi, bath, soap, ideal, oily, skin, oat, extract, enriched, formula, helps, balance, package, includes, oz, bath, hand, soap, bar, grisi, enriched, formula, oat, extract, balance, oils, skin, providing, youthful, soap, avena, oat, oz","personal, care, bath, body, bar, soap, grisi, avena, grisi, bath, soap, ideal, oily, skin, oat, extract, enriched, formula, helps, balance, package, includes, oz, bath, hand, soap, bar, grisi, enriched, formula, oat, extract, balance, oils, skin, providing, youthful, soap, avena, oat, oz"
